Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4909442,SA_0000001523,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:58+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890030,SA_0000001523,COUNTRY,GHA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,2.32,,,,,2014-01-03T08:39:20+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890050,SA_0000001523,COUNTRY,GRC,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,22.25,,,,,2014-01-03T08:38:38+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880303,SA_0000001523,COUNTRY,AUT,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:29+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898785,SA_0000001523,COUNTRY,LAO,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.67,,,,,2014-01-03T08:38:46+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889501,SA_0000001523,COUNTRY,FRA,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:49+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909552,SA_0000001523,COUNTRY,VEN,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,11.42,,,,,2014-01-03T08:39:11+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880269,SA_0000001523,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:29+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898897,SA_0000001523,COUNTRY,NAM,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.06,,,,,2014-01-03T08:38:52+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880281,SA_0000001523,COUNTRY,AND,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:44+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909540,SA_0000001523,COUNTRY,USA,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:43+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889371,SA_0000001523,COUNTRY,BWA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:30+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890126,SA_0000001523,COUNTRY,KAZ,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:36+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880353,SA_0000001523,COUNTRY,BLZ,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,5.52,,,,,2014-01-03T08:38:24+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889386,SA_0000001523,COUNTRY,CHL,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.15,,,,,2014-01-03T08:39:19+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890092,SA_0000001523,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:51+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898908,SA_0000001523,COUNTRY,NGA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,3.06,,,,,2014-01-03T08:38:54+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889424,SA_0000001523,COUNTRY,CPV,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,3.42,,,,,2014-01-03T08:38:28+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909570,SA_0000001523,COUNTRY,ZAF,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.9,,,,,2014-01-03T08:39:17+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889421,SA_0000001523,COUNTRY,COM,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,4.22,,,,,2014-01-03T08:38:29+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890069,SA_0000001523,COUNTRY,HRV,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,16.72,,,,,2014-01-03T08:38:31+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898803,SA_0000001523,COUNTRY,LCA,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,12.22,,,,,2014-01-03T08:39:00+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898834,SA_0000001523,COUNTRY,MDA,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,6.14,,,,,2017-04-28T07:51:07+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898926,SA_0000001523,COUNTRY,NPL,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,29.28,,,,,2014-01-03T08:38:53+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898864,SA_0000001523,COUNTRY,MLT,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,3.96,,,,,2014-01-03T08:38:50+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4899000,SA_0000001523,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:41+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898920,SA_0000001523,COUNTRY,NLD,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:38+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889492,SA_0000001523,COUNTRY,FIN,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,22.91,,,,,2014-01-03T08:38:36+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898939,SA_0000001523,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:56+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890032,SA_0000001523,COUNTRY,GIN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.52,,,,,2014-01-03T08:38:40+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898820,SA_0000001523,COUNTRY,LUX,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,5.29,,,,,2014-01-03T08:38:48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898909,SA_0000001523,COUNTRY,NIC,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.21,,,,,2014-01-03T08:38:54+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889403,SA_0000001523,COUNTRY,COD,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,7.24,,,,,2014-01-03T08:38:32+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898935,SA_0000001523,COUNTRY,NZL,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:55+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889460,SA_0000001523,COUNTRY,DOM,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,3.84,,,,,2014-01-03T08:38:34+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889466,SA_0000001523,COUNTRY,ECU,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:31+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898976,SA_0000001523,COUNTRY,PRT,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,2.63,,,,,2014-01-03T08:38:58+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909530,SA_0000001523,COUNTRY,UKR,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.5,,,,,2014-01-03T08:39:21+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889453,SA_0000001523,COUNTRY,DMA,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,5.22,,,,,2014-01-03T08:38:33+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909508,SA_0000001523,COUNTRY,TON,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:29:01+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909490,SA_0000001523,COUNTRY,THA,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.08,,,,,2014-01-03T08:39:06+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880309,SA_0000001523,COUNTRY,AZE,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,3.63,,,,,2014-01-03T08:38:22+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898922,SA_0000001523,COUNTRY,NOR,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,50.22,,,,,2014-01-03T08:38:56+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889429,SA_0000001523,COUNTRY,CRI,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,10.01,,,,,2014-01-03T08:38:30+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898917,SA_0000001523,COUNTRY,NLD,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:55+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890033,SA_0000001523,COUNTRY,GIN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:50+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880352,SA_0000001523,COUNTRY,BLZ,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:30+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890112,SA_0000001523,COUNTRY,JAM,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,2.06,,,,,2014-01-03T08:38:44+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909497,SA_0000001523,COUNTRY,TJK,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:59+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898942,SA_0000001523,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890099,SA_0000001523,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:34+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4899007,SA_0000001523,COUNTRY,SEN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,2.59,,,,,2014-01-03T08:39:01+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890091,SA_0000001523,COUNTRY,IRL,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:51+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890073,SA_0000001523,COUNTRY,HTI,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:34+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898982,SA_0000001523,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:40+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898765,SA_0000001523,COUNTRY,KGZ,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.85,,,,,2014-01-03T08:38:46+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909445,SA_0000001523,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:41+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898993,SA_0000001523,COUNTRY,RWA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,3.02,,,,,2014-01-03T08:38:59+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898793,SA_0000001523,COUNTRY,LBR,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,2.04,,,,,2014-01-03T08:38:47+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898974,SA_0000001523,COUNTRY,PRT,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,8.48,,,,,2014-01-03T08:38:58+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890052,SA_0000001523,COUNTRY,GRD,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.85,,,,,2014-01-03T08:38:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898954,SA_0000001523,COUNTRY,PHL,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:40+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909505,SA_0000001523,COUNTRY,TLS,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,69.12,,,,,2014-01-03T08:39:07+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898770,SA_0000001523,COUNTRY,KHM,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:46+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889509,SA_0000001523,COUNTRY,GAB,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,1.73,,,,,2014-01-03T08:38:37+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889485,SA_0000001523,COUNTRY,EST,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,5.53,,,,,2014-01-03T08:38:35+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889508,SA_0000001523,COUNTRY,GAB,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:49+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898946,SA_0000001523,COUNTRY,PAN,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,10,,,,,2014-01-03T08:39:21+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4899019,SA_0000001523,COUNTRY,SLV,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,9,,,,,2014-01-03T08:39:14+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890078,SA_0000001523,COUNTRY,HUN,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,16.53,,,,,2014-01-03T08:38:41+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909492,SA_0000001523,COUNTRY,THA,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,3.77,,,,,2014-01-03T08:39:06+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880347,SA_0000001523,COUNTRY,BLR,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.72,,,,,2014-01-03T08:38:23+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890117,SA_0000001523,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:52+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880315,SA_0000001523,COUNTRY,BEL,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:29+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898903,SA_0000001523,COUNTRY,NER,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,2.88,,,,,2014-01-03T08:38:54+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890121,SA_0000001523,COUNTRY,JPN,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:35+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889397,SA_0000001523,COUNTRY,CIV,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,2.4,,,,,2014-01-03T08:39:14+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909498,SA_0000001523,COUNTRY,TKM,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:29:01+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898901,SA_0000001523,COUNTRY,NER,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.1,,,,,2014-01-03T08:39:15+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890114,SA_0000001523,COUNTRY,JAM,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,15.82,,,,,2014-01-03T08:38:44+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898891,SA_0000001523,COUNTRY,MWI,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,1.68,,,,,2014-01-03T08:38:49+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898910,SA_0000001523,COUNTRY,NIC,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898992,SA_0000001523,COUNTRY,RUS,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,11.06,,,,,2014-01-03T08:38:59+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898921,SA_0000001523,COUNTRY,NOR,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,3.8,,,,,2014-01-03T08:39:16+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4899011,SA_0000001523,COUNTRY,SLB,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:58+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889384,SA_0000001523,COUNTRY,CHE,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,15.67,,,,,2014-01-03T08:39:05+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898896,SA_0000001523,COUNTRY,MYS,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,47.41,,,,,2014-01-03T08:38:49+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880345,SA_0000001523,COUNTRY,BIH,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,8.44,,,,,2014-01-03T08:38:25+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880331,SA_0000001523,COUNTRY,BGR,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.9,,,,,2014-01-03T08:39:14+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889395,SA_0000001523,COUNTRY,CIV,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:47+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898987,SA_0000001523,COUNTRY,ROU,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,3.18,,,,,2014-01-03T08:38:59+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889454,SA_0000001523,COUNTRY,DNK,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.28,,,,,2014-01-03T08:38:33+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
